Ziagenavir ; Abacavir ; 
Propionato de Clobetasol ; Propionato De Clobetasol ; 
Therapsor ; Propionato De Clobetasol ; 
Topirex ; Propionato De Clobetasol ; 
Flixonase ; Propionato De Fluticasona ; 
Flixotide Diskus ; Propionato De Fluticasona ; 
Flixotide Nebules ; Propionato De Fluticasona ; 
Flixotide Spray ; Propionato De Fluticasona ; 
Flutican ; Propionato De Fluticasona ; 
Fluticaps ; Propionato De Fluticasona ; 
Flutivate ; Propionato De Fluticasona ; 
Plurair ; Propionato De Fluticasona ; 
Halobex ; Propionato De Halobetasol ; 
Diprivan ; Propofol ; 
Fresofol ; Propofol ; 
Lipuro ; Propofol ; 
Profolen ; Propofol ; 
Propotil ; Propofol ; 
Propovan ; Propofol ; 
Provive ; Propofol ; 
Ultrase ; Protease Pancreática ; 
Ultrase MT 20 ; Protease Pancreática ; 
Ultrase Mt 12 ; Protease Pancreática ; 
Ultrase Mt 18 ; Protease Pancreática ; 
Actsun ; Protetor Solar ; 
Filtrum 50 ; Protetor Solar ; 
Filtrum Color 50 ; Protetor Solar ; 
Filtrum HT 30 ; Protetor Solar ; 
Filtrum Hidrat ; Protetor Solar ; 
Filtrum Ultra Seco ; Protetor Solar ; 
Filtrum Vit ; Protetor Solar ; 
Phaseblock ; Protetor Solar ; 
Soliale ; Protetor Solar ; 
Sunmax BB Cream ; Protetor Solar ; 
Sunmax Fluid ; Protetor Solar ; 
Sunmax Intense ; Protetor Solar ; 
Sunmax Sensitive ; Protetor Solar ; 
Fotoprotetor Isdin ; Protetor Solar ; 
Sunmax Compact Base ; Protetor Solar ; 
Sunmax Lip ; Protetor Solar ; 
Umbrella ; Protetor Solar ; 
Umbrella Kids ; Protetor Solar ; 
Umbrella Plus ; Protetor Solar ; 
Uveil ; Protetor Solar ; 
Feiba ; Proteína Plasmática Humana Com Uma Atividade De Feiba ; 
Resolor ; Prucaloprida ; 
Fibramulcil ; Psyllium ; 
Prostem ; Pygeum Africanum ; 
Estriless Stick ; Palmitato De Retinila + Ácido Mandélico + Ácido Glicólico ; 
Multiderme ; Palmitato De Retinol + Colecalciferol ; 
Vitadesan ; Palmitato De Retinol + Colecalciferol ; 
Motivol ; Panax Ginseng ; 
Revigonal ; Panax Ginseng ; 
Vigor Natus ; Panax Ginseng ; 
Panthor ; Pantoprazol Magnésico Diidratado ; 
Pantoprazol Magnésico Diidratado ; Pantoprazol Magnésico Diidratado ; 
Pantoprazol Magnésico Diiidratado ; Pantoprazol Magnésico Diidratado ; 
Pantoneo ; Pantoprazol Sódico Sesqui-Hidratado ; 
Pantoprazol Sódico Sesqui-hidratado ; Pantoprazol Sódico Sesqui-Hidratado ; 
Monotrean ; Papaverina + Quinina ; 
Sulfato de Quinina ; Papaverina + Quinina ; 
Gripeol ; Paracetamol + Associações ; 
Migrainex ; Paracetamol + Associações ; 
Resprin ; Paracetamol + Associações ; 
Resfriol ; Paracetamol + Associações ; 
Paralon ; Paracetamol + Clorzoxazona ; 
Lysalpha SPF 50 ; Pca Zinco + Extrato De Tephrosia Purpurea + Filtro Solar ; 
Agarol ; Picossulfato De Sodio + Agar-Agar + Oleo Mineral ; 
Piportil L4 ; Pipotiazina ; 
Clarvisol ; Pirenoxina ; 
Trivastal Retard ; Piribedil ; 
Tensulan ; Piridoxina + Retinol + Tocoferol ; 
Afbm ; Piridoxina + Retinol + Tocoferol ; 
Esclerovitan ; Piridoxina + Retinol + Tocoferol ; 
Fansidar ; Pirimetamina + Sulfadoxina ; 
Agiolax ; Plantago Ovata + Senna Alexandrim ; 
Metamucil ; Plantago Ovata Forsk ; 
Plantacil ; Plantago Ovata Forsk ; 
Povata ; Plantago Ovata Forsk ; 
Vacina Haemophilus Influenza B Conjugada ; Polissacarideos De Haemophilus Influenzae B ; 
Extrato de Própolis Makrofarma ; Própolis ; 
Mel Rosado - A.D.V ; Própolis ; 
Melagrião Propolive ; Própolis ; 
Extrato de Própolis Makrofarma ; Própolis ; 
Mel Rosado - A.D.V ; Própolis ; 
Melagrião Propolive ; Própolis ; 
Trifedrin ; Pseudoefedrina + Terfenadina + Associações ; 
Actifedrin ; Pseudoefedrina + Triprolidina ; 
Parapsyl ; Psyllium Plantago + Parafina Microencapsulada ; 
Prostem Plus ; Pygeum Africanum + Extrato De Urtiga ; 
Hemofolic ; Quelato De Ferro + Ácido Fólico + Vitamina B12 ; 
Vi-Ferrin ; Quelato De Ferro + Ácido Fólico + Vitamina B12 ; 
Onicut ; Queratina + Sene + Enxofre Sublimado + Bitartarato De Potássio ; 
Varicell ; Queratina + Sene + Enxofre Sublimado + Bitartarato De Potássio ; 
Bioslim Quitosana ; Quitosana ; 
Fibrothin 500 ; Quitosana ; 
Quitosana - Lab. Catarinense ; Quitosana ; 
Biolight C 600 ; Quitosana ; 
Fibrothin ; Quitosana ; 
Calcichell ; Quelato De Cálcio ; 
Quinicardine ; Quinidina ; 
Rabeprazol Sódico ; Rabeprazol ; 
Iniparet ; Rabeprazol ; 
Pariet ; Rabeprazol ; 
Avide ; Racecadotrila ; 
Racecadotrila ; Racecadotrila ; 
Tiorfan ; Racecadotrila ; 
Racecadotrila ; Racecadotrila ; 
Xantinon ; Racemetionina + Cloreto De Colina ; 
Isentress ; Raltegravir ; 
Naprix ; Ramipril ; 
Ramipril ; Ramipril ; 
Ramipril ; Ramipril ; 
Triatec ; Ramipril ; 
Ecator ; Ramipril ; 
Ramipress HCT ; Ramipril ; 
Ramipril ; Ramipril ; 
Ramipril ; Ramipril ; 
Ramipril ; Ramipril ; 
Ramipril ; Ramipril ; 
Triatec Prevent ; Ramipril ; 
Naprix A ; Ramipril + Besilato De Anlodipino ; 
Ramipril + Besilato de Anlodipino ; Ramipril + Besilato De Anlodipino ; 
Cyramza ; Ramucirumabe ; 
Protos ; Ranelato De Estrôncio ; 
Lucentis ; Ranibizumabe ; 
Riscard ; Ranolazina ; 
Fasturtec ; Rasburicase ; 
Prolift ; Reboxetina ; 
Stivarga ; Regorafenibe ; 
Posprand ; Repaglinida ; 
Repaglinida ; Repaglinida ; 
Repaglinida ; Repaglinida ; 
Novonorm ; Repaglinida ; 
Prandin ; Repaglinida ; 
Repaglinida ; Repaglinida ; 
Hipoglós ; Retinol + Colecalciferal + Óxido De Zinco + Óleo Fígado De Bacalhau ; 
Fisioton ; Rhodiola Rosea L. ; 
Zeel Comp. N ; Rhus Toxicodendron D2 + Associação ; 
Cerne-12 ; Riboflavina ; 
Mycobutin ; Rifabutina ; 
Rifamicina ; Rifamicina ; 
Rifocina Spray ; Rifamicina ; 
Rifamicina ; Rifamicina ; 
Rifamicina ; Rifamicina ; 
Rifamicina ; Rifamicina ; 
Rifamicina SV Sódica ; Rifamicina ; 
Rifan ; Rifamicina ; 
Rifasan ; Rifamicina ; 
Rifotrat ; Rifamicina ; 
Rifaldin ; Rifampicina ; 
Rifampicina ; Rifampicina ; 
Hyperium ; Rilmenidina ; 
Riluzol ; Riluzol ; 
Tekzor ; Riluzol ; 
Rilotol ; Riluzol ; 
Rilutek ; Riluzol ; 
Riluzol ; Riluzol ; 
Riluzol ; Riluzol ; 
Riluzol ; Riluzol ; 
Riluzol ; Riluzol ; 
Adempas ; Riociguate ; 
Actonel ; Risedronato Sódico ; 
Actonel Chronos ; Risedronato Sódico ; 
Actonel Uma Vez Por Mês ; Risedronato Sódico ; 
Osteoblock ; Risedronato Sódico ; 
Osteotrat ; Risedronato Sódico ; 
Risedronato Sódico ; Risedronato Sódico ; 
Risedronato Sódico ; Risedronato Sódico ; 
Risedronato Sódico ; Risedronato Sódico ; 
Risedronato Sódico ; Risedronato Sódico ; 
Risedronato Sódico ; Risedronato Sódico ; 
Risedross ; Risedronato Sódico ; 
Risedronato Sódico ; Risedronato Sódico ; 
Risedronel ; Risedronato Sódico ; 
Risonato ; Risedronato Sódico ; 
Risperidona ; Risperidona ; 
Respidon ; Risperidona ; 
Risperdal ; Risperidona ; 
Risperdal Consta ; Risperidona ; 
Risperidon ; Risperidona ; 
Riss ; Risperidona ; 
Zargus ; Risperidona ; 
Esquidon ; Risperidona ; 
Ripevil ; Risperidona ; 
Risleptic ; Risperidona ; 
Rispalum ; Risperidona ; 
Risperac ; Risperidona ; 
Risperidona ; Risperidona ; 
Risperidona ; Risperidona ; 
Risperidona ; Risperidona ; 
Risperidona ; Risperidona ; 
Risperidona ; Risperidona ; 
Risperidona ; Risperidona ; 
Risperidona ; Risperidona ; 
Risperidona ; Risperidona ; 
Norvir ; Ritonavir ; 
Norvir (C4) ; Ritonavir ; 
Ritovir ; Ritonavir ; 
Mabthera ; Rituximabe ; 
Xarelto ; Rivaroxabana ; 
Daxas ; Roflumilaste ; 
Nplate ; Romiplostim ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Crestor ; Rosuvastatina Cálcica ; 
Plenance ; Rosuvastatina Cálcica ; 
Rosucor ; Rosuvastatina Cálcica ; 
Rosulib ; Rosuvastatina Cálcica ; 
Rosustatin ; Rosuvastatina Cálcica ; 
Rosuvast ; Rosuvastatina Cálcica ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Rosuvastatina Cálcica ; Rosuvastatina Cálcica ; 
Rusovas ; Rosuvastatina Cálcica ; 
Ruvascor ; Rosuvastatina Cálcica ; 
Trezor ; Rosuvastatina Cálcica ; 
Vivacor ; Rosuvastatina Cálcica ; 
Zinpass ; Rosuvastatina Cálcica ; 
Rostatin ; Rosuvastatina Cálcica ; 
Neupro ; Rotigotina ; 
Roxitran ; Roxitromicina ; 
AFTJet ; Rubra Rosa ; 
Aftliv ; Rubra Rosa ; 
Lange ; Rubra Rosa ; 
Venoruton ; Rutosídeo ; 
Jakavi ; Ruxolitinibe ; 
Tomudex ; Raltitrexato ; 
Altargo ; Retapamulina ; 
Vita Anti Ox ; Retinol + Tocoferol ; 
Cáscara Sagrada Herbarium ; Rhamus Purshiana ; 
Verilax ; Rhamus Purshiana ; 
Óleo Mineral - Farmace ; Sabão Base Glicerinado + Óleo Mineral ; 
Ferropurum ; Sacarato De Hidróxido Férrico  ; 
Sucrofer ; Sacarato De Hidróxido Férrico  ; 
Flomicin ; Saccharomyces Boulardii ; 
Floratil ; Saccharomyces Boulardii ; 
Floratil AT ; Saccharomyces Boulardii ; 
Floratil Pack ; Saccharomyces Boulardii ; 
Florent ; Saccharomyces Boulardii ; 
Repoflor ; Saccharomyces Boulardii ; 
Florax ; Saccharomyces Cerevisae ; 
Florax Sm ; Saccharomyces Cerevisae ; 
Levedo de Cerveja Herbarium ; Saccharomyces Cerevisae ; 
Bioflorin ; Saccharomyces Cerevisae ; 
Ginoflorax ; Saccharomyces Cerevisae ; 
Entresto ; Sacubitril Valsartana Sódica Hidratada ; 
Pedialyte ; Sais De Reidratação ; 
Pedialyte 60 Zinco ; Sais De Reidratação ; 
Pedialyte NG 45 ; Sais De Reidratação ; 
Emidrat ; Sais De Reidratação ; 
Neurotônico ; Sais De Reidratação ; 
Reidramax ; Sais De Reidratação ; 
Sais para Reidratação Oral ; Sais De Reidratação ; 
Sindrat ; Sais De Reidratação ; 
Sindrat Mix ; Sais De Reidratação ; 
Bleu Patente V ; Sal Sódico Do Azul Patente V ; 
Peptozil ; Salicilato De Bismuto ; 
Aliviol ; Salicilato De Metila + Associações ; 
Bálsamo Bengué ; Salicilato De Metila + Associações ; 
Calminex Atleta ; Salicilato De Metila + Associações ; 
Calminex H ; Salicilato De Metila + Associações ; 
Calminex Hot ; Salicilato De Metila + Associações ; 
Calminex Ice ; Salicilato De Metila + Associações ; 
Calminex Ice Aerosol ; Salicilato De Metila + Associações ; 
Frixopel Gel ; Salicilato De Metila + Associações ; 
Gellat ; Salicilato De Metila + Associações ; 
Gelo-Bio ; Salicilato De Metila + Associações ; 
Gelol ; Salicilato De Metila + Associações ; 
Iodex ; Salicilato De Metila + Associações ; 
Massageol ; Salicilato De Metila + Associações ; 
Salonpas ; Salicilato De Metila + Associações ; 
Salonsip ; Salicilato De Metila + Associações ; 
Aliviador ; Salicilato De Metila + Associações ; 
Artisal ; Salicilato De Metila + Associações ; 
Calminex Ice Bag ; Salicilato De Metila + Associações ; 
Gelminex ; Salicilato De Metila + Associações ; 
Gelofrix ; Salicilato De Metila + Associações ; 
Kuvan ; Sapropterina ; 
Onglyza ; Saxagliptina ; 
Secnidazol ; Secnidazol ; 
Secnihexal ; Secnidazol ; 
Decnazol ; Secnidazol ; 
Neodazol ; Secnidazol ; 
Secdazol ; Secnidazol ; 
Secfar ; Secnidazol ; 
Secnaxidol ; Secnidazol ; 
Secnidal ; Secnidazol ; 
Secnidazol ; Secnidazol ; 
Secnidazol ; Secnidazol ; 
Secnidazol ; Secnidazol ; 
Secnidazol ; Secnidazol ; 
Secnidazol ; Secnidazol ; 
Secnimax ; Secnidazol ; 
Unigyn ; Secnidazol ; 
Deprozol ; Secnidazol ; 
Secni Plus ; Secnidazol ; 
Secnidalin ; Secnidazol ; 
Secnidazol ; Secnidazol ; 
Secnidazol ; Secnidazol ; 
Cosentyx ; Secuquinumabe ; 
Lacass ; Senna Alexandrina Mill ; 
Senan ; Senna Alexandrina Mill ; 
Senareti ; Senna Alexandrina Mill ; 
Sennalax ; Senna Alexandrina Mill ; 
Prostat ; Serenoa Repens ; 
Prostatal ; Serenoa Repens ; 
Sansprot ; Serenoa Repens ; 
Pilexil ; Serenoa Serrulata + Vitaminas + Zinco ; 
Anesevo (C1) ; Sevoflurano ; 
Sevocris (C1) ; Sevoflurano ; 
Sevoflurano ; Sevoflurano ; 
Sevoness ; Sevoflurano ; 
Sevorane ; Sevoflurano ; 
Sevorane (C1) ; Sevoflurano ; 
Silimalon ; Silimarina + Racemetionina ; 
Rapaflo ; Silodosina ; 
Sylvant ; Siltuximabe ; 
Forfig ; Silybum Marianum L. Gaerth ; 
Legalon ; Silybum Marianum L. Gaerth ; 
Silibom ; Silybum Marianum L. Gaerth ; 
Olysio ; Simeprevir Sódico ; 
Simeticona ; Simeticona ; 
Simeticona ; Simeticona ; 
Dimeftal ; Simeticona ; 
Dimetigass ; Simeticona ; 
Dimetiliv Max ; Simeticona ; 
Dimezin ; Simeticona ; 
Flagass ; Simeticona ; 
Flatol ; Simeticona ; 
Flatol Max ; Simeticona ; 
Flucolic ; Simeticona ; 
For Gas ; Simeticona ; 
Luftal ; Simeticona ; 
Luftal Max ; Simeticona ; 
Mylicon ; Simeticona ; 
Neo Dimeticon ; Simeticona ; 
Simeticona ; Simeticona ; 
Simeticona ; Simeticona ; 
Simeticona ; Simeticona ; 
Simeticona ; Simeticona ; 
Simeticona ; Simeticona ; 
Dimeticona + Metilbrometo de Homatropina ; Simeticona + Metilbrometo De Homatropina ; 
Dimeticona + Metilbrometo de Homatropina ; Simeticona + Metilbrometo De Homatropina ; 
Dimeticona + Metilbrometo de Homatropina ; Simeticona + Metilbrometo De Homatropina ; 
Espasmo Dimetiliv ; Simeticona + Metilbrometo De Homatropina ; 
Espasmo Flatol ; Simeticona + Metilbrometo De Homatropina ; 
Dimeticona + Metilbrometo de Homatropina ; Simeticona + Metilbrometo De Homatropina ; 
Dimeticona + Metilbrometo de Homatropina ; Simeticona + Metilbrometo De Homatropina ; 
Sinvastacor ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Clinfar ; Sinvastatina ; 
Cordiron ; Sinvastatina ; 
Menocol ; Sinvastatina ; 
Sinvalip ; Sinvastatina ; 
Sinvascor ; Sinvastatina ; 
Sinvasmax ; Sinvastatina ; 
Sinvastamed ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvastatina ; Sinvastatina ; 
Sinvatrox ; Sinvastatina ; 
Rapamune ; Sirolimo ; 
Sovaldi ; Sofosbuvir ; 
Stilamin ; Somatostatina ; 
Omnitrope ; Somatropina ; 
Genotropin ; Somatropina ; 
Norditropin Nordiflex ; Somatropina ; 
Norditropin Nordilet ; Somatropina ; 
Saizen ; Somatropina ; 
Biomatrop ; Somatropina ; 
Eutropin ; Somatropina ; 
Hormotrop ; Somatropina ; 
Liposic ; Sorbitol E Citrato De Colina ; 
Peptulan ; Subcitrato De Bismuto Coloidal ; 
Arifenicol ; Succinato Sódico De Cloranfenicol ; 
Cloranfenicol ; Succinato Sódico De Cloranfenicol ; 
Quemicetina ; Succinato Sódico De Cloranfenicol ; 
Succinato Sódico de Cloranfenicol ; Succinato Sódico De Cloranfenicol ; 
Vixmicina ; Succinato Sódico De Cloranfenicol ; 
Androcortil ; Succinato Sódico De Hidrocortisona ; 
Ariscorten ; Succinato Sódico De Hidrocortisona ; 
Hidrosone ; Succinato Sódico De Hidrocortisona ; 
Solu Cortef ; Succinato Sódico De Hidrocortisona ; 
Succinato Sódico de Hidrocortisona ; Succinato Sódico De Hidrocortisona ; 
Succinato Sódico de Hidrocortisona ; Succinato Sódico De Hidrocortisona ; 
Solu Medrol ; Succinato Sódico De Metilprednisolona ; 
Solupren ; Succinato Sódico De Metilprednisolona ; 
Succinato Sódico de Metilprednisolona ; Succinato Sódico De Metilprednisolona ; 
Pristiq ; Succinato De Desvenlafaxina ; 
Succinato de Desvenlafaxina ; Succinato De Desvenlafaxina ; 
Zodel ; Succinato De Desvenlafaxina ; 
Deller ; Succinato De Desvenlafaxina ; 
Desvenlafaxina ; Succinato De Desvenlafaxina ; 
Elifore ; Succinato De Desvenlafaxina ; 
Imense ; Succinato De Desvenlafaxina ; 
Succinato de Desvenlafaxina Monoidratado ; Succinato De Desvenlafaxina ; 
Emprol XR ; Succinato De Metoprolol ; 
Selozok ; Succinato De Metoprolol ; 
Succinato de Metoprolol ; Succinato De Metoprolol ; 
Succinato de Metoprolol ; Succinato De Metoprolol ; 
Zarmine ; Succinato De Metoprolol ; 
Inephoros Xr ; Succinato De Metoprolol ; 
Minola ; Succinato De Metoprolol ; 
Vesicare ; Succinato De Solifenacina ; 
Vesomni ; Succinato De Solifenacina + Cloridrato De Tansulosina ; 
Imigran ; Succinato De Sumatriptana ; 
Succinato de Sumatriptana ; Succinato De Sumatriptana ; 
Sumax ; Succinato De Sumatriptana ; 
Sutriptan ; Succinato De Sumatriptana ; 
Sumaxpro ; Succinato De Sumatriptana + Naproxeno Sódico ; 
Gelafundin ; Succinilgelatina ; 
Sucrafilm ; Sucralfato ; 
Arcalion ; Sulbutiamina ; 
Queimalive ; Sulfacetamida Sódica ; 
Silglos ; Sulfadiazina ; 
Suladrin ; Sulfadiazina ; 
Sulfadiazina ; Sulfadiazina ; 
Sulfazina ; Sulfadiazina ; 
Dermazine ; Sulfadiazina De Prata ; 
Gino Dermazine ; Sulfadiazina De Prata ; 
Sulfadiazina De Prata ; Sulfadiazina De Prata ; 
Ag Derm ; Sulfadiazina De Prata ; 
Alivderm ; Sulfadiazina De Prata ; 
Azicerio ; Sulfadiazina De Prata ; 
Sulfadiazina De Prata ; Sulfadiazina De Prata ; 
Sulfadiazina de Prata ; Sulfadiazina De Prata ; 
Vitadiazin ; Sulfadiazina De Prata ; 
Bactrim ; Sulfametoxazol + Trimetoprima ; 
Infectrin ; Sulfametoxazol + Trimetoprima ; 
Sulfametoxazol + Trimetoprima ; Sulfametoxazol + Trimetoprima ; 
Sulfametoxazol + Trimetoprima ; Sulfametoxazol + Trimetoprima ; 
Sulfametoxazol + Trimetoprima ; Sulfametoxazol + Trimetoprima ; 
Bac Sulfitrin ; Sulfametoxazol + Trimetoprima ; 
Bacfar ; Sulfametoxazol + Trimetoprima ; 
Bacfar F ; Sulfametoxazol + Trimetoprima ; 
Bacsulfaprim ; Sulfametoxazol + Trimetoprima ; 
Bacteracin ; Sulfametoxazol + Trimetoprima ; 
Bacteracin F ; Sulfametoxazol + Trimetoprima ; 
Bactrisan ; Sulfametoxazol + Trimetoprima ; 
Bactropin ; Sulfametoxazol + Trimetoprima ; 
Belfactrim F ; Sulfametoxazol + Trimetoprima ; 
Belfactrin ; Sulfametoxazol + Trimetoprima ; 
Benectrin ; Sulfametoxazol + Trimetoprima ; 
Benectrin F ; Sulfametoxazol + Trimetoprima ; 
Diazol ; Sulfametoxazol + Trimetoprima ; 
Ectrin ; Sulfametoxazol + Trimetoprima ; 
Espectroprima ; Sulfametoxazol + Trimetoprima ; 
Uroctrin ; Sulfametoxazol + Trimetoprima + Fenazopiridina ; 
Azulfin ; Sulfassalazina ; 
Salazoprin ; Sulfassalazina ; 
Sulfato de Salbutamol + Guaifenesina ; Sulfato De Salbutamol + Guaifenesina ; 
Sulfato de Salbutamol + Guaifenesina ; Sulfato De Salbutamol + Guaifenesina ; 
Anemifer ; Sulfato Ferroso ; 
Ferronil ; Sulfato Ferroso ; 
Lomfer ; Sulfato Ferroso ; 
Sulferbel ; Sulfato Ferroso ; 
Sulferrol ; Sulfato Ferroso ; 
Vitafer ; Sulfato Ferroso ; 
Fersil ; Sulfato Ferroso ; 
Hematofer ; Sulfato Ferroso ; 
Lumirem ; Sulfato Ferroso ; 
Masferol ; Sulfato Ferroso ; 
Medtom ; Sulfato Ferroso ; 
Nesh Ferro ; Sulfato Ferroso ; 
Sulfato Ferroso ; Sulfato Ferroso ; 
Kivexa ; Sulfato De Abacavir + Lamivudina ; 
Amicacina ; Sulfato De Amicacina ; 
Amicilon ; Sulfato De Amicacina ; 
Klebicil ; Sulfato De Amicacina ; 
Sulfato de Amicacina ; Sulfato De Amicacina ; 
Sulfato de Amicacina ; Sulfato De Amicacina ; 
Sulfato de Amicacina ; Sulfato De Amicacina ; 
Reyataz ; Sulfato De Atazanavir ; 
Sulfato de Atazanavir ; Sulfato De Atazanavir ; 
Bonar ; Sulfato De Bleomicina ; 
Cinaleo ; Sulfato De Bleomicina ; 
Tecnomicina ; Sulfato De Bleomicina ; 
Tevableo ; Sulfato De Bleomicina ; 
Bariogel ; Sulfato De Bário ; 
Micropaque ; Sulfato De Bário ; 
Opti Bar ; Sulfato De Bário ; 
Efedrin ; Sulfato De Efedrina ; 
Sulfato De Efedrina ; Sulfato De Efedrina ; 
Unifedrine ; Sulfato De Efedrina ; 
Gentamicina ; Sulfato De Gentamicina ; 
Garamicina ; Sulfato De Gentamicina ; 
Gentagran ; Sulfato De Gentamicina ; 
Gentamicil ; Sulfato De Gentamicina ; 
Gentamicin ; Sulfato De Gentamicina ; 
Gentamisan ; Sulfato De Gentamicina ; 
Hytamicina ; Sulfato De Gentamicina ; 
Neo Gentamicin ; Sulfato De Gentamicina ; 
Sulfato de Gentamicina ; Sulfato De Gentamicina ; 
Sulfato de Gentamicina ; Sulfato De Gentamicina ; 
Artoglico ; Sulfato De Glicosamina ; 
Dinaflex ; Sulfato De Glicosamina ; 
Glicolive ; Sulfato De Glicosamina ; 
Glucoreumin ; Sulfato De Glicosamina ; 
Ortosamin ; Sulfato De Glicosamina ; 
Osteoglic ; Sulfato De Glicosamina ; 
Sulfato de Glicosamina ; Sulfato De Glicosamina ; 
Sulglic ; Sulfato De Glicosamina ; 
Artrolive ; Sulfato De Glicosamina + Sulfato De Condroitina ; 
Condroflex ; Sulfato De Glicosamina + Sulfato De Condroitina ; 
Ártico ; Sulfato De Glicosamina + Sulfato De Condroitina ; 
Sal Amargo - ADV ; Sulfato De Magnésio ; 
Sal Amargo Purificado ; Sulfato De Magnésio ; 
Hypomagne ; Sulfato De Magnésio ; 
Magnoston ; Sulfato De Magnésio ; 
Solução Sulfato de Magnésio ; Sulfato De Magnésio ; 
Solução de Sulfato de Magnésio ; Sulfato De Magnésio ; 
Sulfato de Magnésio ; Sulfato De Magnésio ; 
Sulfato de Magnésio ; Sulfato De Magnésio ; 
Sulfato de Magnésio Heptaidratado ; Sulfato De Magnésio ; 
Dimorf ; Sulfato De Morfina ; 
Dolo Moff ; Sulfato De Morfina ; 
Sulfato de Morfina ; Sulfato De Morfina ; 
Sulfato de Morfina ; Sulfato De Morfina ; 
Nemicina ; Sulfato De Neomicina ; 
Neomicon ; Sulfato De Neomicina ; 
Pomicina ; Sulfato De Neomicina ; 
Sulfato de Neomicina ; Sulfato De Neomicina ; 
Denason ; Sulfato De Neomicina ; 
Lomicina ; Sulfato De Neomicina ; 
Neocetheo ; Sulfato De Neomicina ; 
Neodermicina ; Sulfato De Neomicina ; 
Neom ; Sulfato De Neomicina ; 
Neomed ; Sulfato De Neomicina ; 
Neomicin ; Sulfato De Neomicina ; 
Bacitracina Zíncica + Sulfato de Neomicina ; Sulfato De Neomicina + Bacitracina ; 
Bactoderm ; Sulfato De Neomicina + Bacitracina ; 
Cicatrene ; Sulfato De Neomicina + Bacitracina ; 
Ferid ; Sulfato De Neomicina + Bacitracina ; 
Katrizan ; Sulfato De Neomicina + Bacitracina ; 
Nebacetin ; Sulfato De Neomicina + Bacitracina ; 
Nebacimed ; Sulfato De Neomicina + Bacitracina ; 
Nebactrina ; Sulfato De Neomicina + Bacitracina ; 
Neotricin ; Sulfato De Neomicina + Bacitracina ; 
Sulfato de Neomicina + Bacitracina ; Sulfato De Neomicina + Bacitracina ; 
Sulfato de Neomicina + Bacitracina ; Sulfato De Neomicina + Bacitracina ; 
Sulfato de Neomicina + Bacitracina ; Sulfato De Neomicina + Bacitracina ; 
Sulfato de Neomicina + Bacitracina Zíncica ; Sulfato De Neomicina + Bacitracina ; 
Sulfato de Neomicina + Bacitracina Zíncica ; Sulfato De Neomicina + Bacitracina ; 
Bacigen ; Sulfato De Neomicina + Bacitracina ; 
Bacina ; Sulfato De Neomicina + Bacitracina ; 
Bacinantrat ; Sulfato De Neomicina + Bacitracina ; 
Bacitracina + Sulfato de Neomicina ; Sulfato De Neomicina + Bacitracina ; 
Epicitrin ; Sulfato De Neomicina + Bacitracina ; 
Nebaciderme ; Sulfato De Neomicina + Bacitracina ; 
Bedfordpoly-B ; Sulfato De Polimixina B ; 
Polixil B ; Sulfato De Polimixina B ; 
Sulfato de Polimixina B ; Sulfato De Polimixina B ; 
Winter AP ; Sulfato De Pseudoefedrina + Maleato De Dexbronfeniramina ; 
Aerodini  ; Sulfato De Salbutamol ; 
Aerofrin ; Sulfato De Salbutamol ; 
Aerogold ; Sulfato De Salbutamol ; 
Aerolin ; Sulfato De Salbutamol ; 
Aeromed ; Sulfato De Salbutamol ; 
Butalab ; Sulfato De Salbutamol ; 
Espaçador Agachamber/Aerolin ; Sulfato De Salbutamol ; 
Pulmoflux ; Sulfato De Salbutamol ; 
Sulfato de Salbutamol ; Sulfato De Salbutamol ; 
Sulfato de Salbutamol ; Sulfato De Salbutamol ; 
Sulfato de Salbutamol ; Sulfato De Salbutamol ; 
Aerogreen ; Sulfato De Salbutamol ; 
Aerojet ; Sulfato De Salbutamol ; 
Aerolin Nebules ; Sulfato De Salbutamol ; 
Aerotamol ; Sulfato De Salbutamol ; 
Aerotrat ; Sulfato De Salbutamol ; 
Broncofedrin ; Sulfato De Salbutamol ; 
Bronconal ; Sulfato De Salbutamol ; 
Butovent Pulvinal ; Sulfato De Salbutamol ; 
Neutoss ; Sulfato De Salbutamol ; 
Bricanyl ; Sulfato De Terbutalina ; 
Adrenyl ; Sulfato De Terbutalina ; 
Sulfato de Terbutalina ; Sulfato De Terbutalina ; 
Sulfato de Terbutalina ; Sulfato De Terbutalina ; 
